TABLE_TITLE,OCTET_NO,CONTENU
"Modèle de définition du produit 4.81 – Prévision d'ensemble prise séparément, de contrôle ou «perturbée», pour une surface ou une couche horizontale, à un moment donné, relative aux propriétés optiques des aérosols",62,Nombre de prévisions dans l'ensemble
"Modèle de définition du produit 4.82 – Valeurs moyennes, cumulées et/ou extrêmes ou autres valeurs statistiques, pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non, relatives aux aérosols",10,Catégorie du paramètre (voir la table de code 4.1)
"Modèle de définition du produit 4.82 – Valeurs moyennes, cumulées et/ou extrêmes ou autres valeurs statistiques, pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non, relatives aux aérosols",11,Numéro du paramètre (voir la table de code 4.2)
"Modèle de définition du produit 4.82 – Valeurs moyennes, cumulées et/ou extrêmes ou autres valeurs statistiques, pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non, relatives aux aérosols",12-13,Type d'aérosol (voir la table de code 4.233)
"Modèle de définition du produit 4.82 – Valeurs moyennes, cumulées et/ou extrêmes ou autres valeurs statistiques, pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non, relatives aux aérosols",14,Source ou puits (voir la table de code 4.238)
"Modèle de définition du produit 4.82 – Valeurs moyennes, cumulées et/ou extrêmes ou autres valeurs statistiques, pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non, relatives aux aérosols",15,Type d'intervalle pour la première et la deuxième taille (voir la table de code 4.91)
"Modèle de définition du produit 4.82 – Valeurs moyennes, cumulées et/ou extrêmes ou autres valeurs statistiques, pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non, relatives aux aérosols",16,Facteur d'échelle de la première taille
"Modèle de définition du produit 4.82 – Valeurs moyennes, cumulées et/ou extrêmes ou autres valeurs statistiques, pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non, relatives aux aérosols",17-20,Valeur ajustée de la première taille en mètres
"Modèle de définition du produit 4.82 – Valeurs moyennes, cumulées et/ou extrêmes ou autres valeurs statistiques, pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non, relatives aux aérosols",21,Facteur d'échelle de la deuxième taille
"Modèle de définition du produit 4.82 – Valeurs moyennes, cumulées et/ou extrêmes ou autres valeurs statistiques, pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non, relatives aux aérosols",22-25,Valeur ajustée de la deuxième taille en mètres
"Modèle de définition du produit 4.82 – Valeurs moyennes, cumulées et/ou extrêmes ou autres valeurs statistiques, pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non, relatives aux aérosols",26,Type du processus de production (voir la table de code 4.3)
"Modèle de définition du produit 4.82 – Valeurs moyennes, cumulées et/ou extrêmes ou autres valeurs statistiques, pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non, relatives aux aérosols",27,Indicateur du processus de production de base (défini par le centre d'origine)
"Modèle de définition du produit 4.82 – Valeurs moyennes, cumulées et/ou extrêmes ou autres valeurs statistiques, pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non, relatives aux aérosols",28,Indicateur du processus de production de l'analyse ou de la prévision (défini par le centre d'origine)
"Modèle de définition du produit 4.82 – Valeurs moyennes, cumulées et/ou extrêmes ou autres valeurs statistiques, pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non, relatives aux aérosols",29-30,Limite (heures) de tombée des données après l'heure de référence (voir la note 1)
"Modèle de définition du produit 4.82 – Valeurs moyennes, cumulées et/ou extrêmes ou autres valeurs statistiques, pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non, relatives aux aérosols",31,Limite (minutes) de tombée des données après l'heure de référence
"Modèle de définition du produit 4.82 – Valeurs moyennes, cumulées et/ou extrêmes ou autres valeurs statistiques, pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non, relatives aux aérosols",32,Indicateur d'unité de l'intervalle de temps (voir la table de code 4.4)
"Modèle de définition du produit 4.82 – Valeurs moyennes, cumulées et/ou extrêmes ou autres valeurs statistiques, pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non, relatives aux aérosols",33-36,Heure de la prévision exprimée dans l'unité précisée par l'octet 31 (voir la note 2)
"Modèle de définition du produit 4.82 – Valeurs moyennes, cumulées et/ou extrêmes ou autres valeurs statistiques, pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non, relatives aux aérosols",37,Type de la première surface spécifiée (voir la table de code 4.5)
"Modèle de définition du produit 4.82 – Valeurs moyennes, cumulées et/ou extrêmes ou autres valeurs statistiques, pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non, relatives aux aérosols",38,Facteur d'échelle - première surface spécifiée
"Modèle de définition du produit 4.82 – Valeurs moyennes, cumulées et/ou extrêmes ou autres valeurs statistiques, pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non, relatives aux aérosols",39-42,Valeur ajustée - première surface spécifiée
"Modèle de définition du produit 4.82 – Valeurs moyennes, cumulées et/ou extrêmes ou autres valeurs statistiques, pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non, relatives aux aérosols",43,Type de la deuxième surface spécifiée (voir la table de code 4.5)
"Modèle de définition du produit 4.82 – Valeurs moyennes, cumulées et/ou extrêmes ou autres valeurs statistiques, pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non, relatives aux aérosols",44,Facteur d'échelle - deuxième surface spécifiée
"Modèle de définition du produit 4.82 – Valeurs moyennes, cumulées et/ou extrêmes ou autres valeurs statistiques, pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non, relatives aux aérosols",45-48,Valeur ajustée - deuxième surface spécifiée
"Modèle de définition du produit 4.82 – Valeurs moyennes, cumulées et/ou extrêmes ou autres valeurs statistiques, pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non, relatives aux aérosols",49-50,Année
"Modèle de définition du produit 4.82 – Valeurs moyennes, cumulées et/ou extrêmes ou autres valeurs statistiques, pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non, relatives aux aérosols",51,Mois
"Modèle de définition du produit 4.82 – Valeurs moyennes, cumulées et/ou extrêmes ou autres valeurs statistiques, pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non, relatives aux aérosols",52,Jour
"Modèle de définition du produit 4.82 – Valeurs moyennes, cumulées et/ou extrêmes ou autres valeurs statistiques, pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non, relatives aux aérosols",53,Heure
"Modèle de définition du produit 4.82 – Valeurs moyennes, cumulées et/ou extrêmes ou autres valeurs statistiques, pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non, relatives aux aérosols",54,Minute
"Modèle de définition du produit 4.82 – Valeurs moyennes, cumulées et/ou extrêmes ou autres valeurs statistiques, pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non, relatives aux aérosols",55,Seconde
"Modèle de définition du produit 4.82 – Valeurs moyennes, cumulées et/ou extrêmes ou autres valeurs statistiques, pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non, relatives aux aérosols",56,n - nombre des spécifications décrivant les intervalles de temps sur lesquels porte le calcul statistique du champ
"Modèle de définition du produit 4.82 – Valeurs moyennes, cumulées et/ou extrêmes ou autres valeurs statistiques, pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non, relatives aux aérosols",57-60,Nombre total de valeurs manquantes dans le calcul statistique
"Modèle de définition du produit 4.82 – Valeurs moyennes, cumulées et/ou extrêmes ou autres valeurs statistiques, pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non, relatives aux aérosols",61-72,Spécification de l'intervalle de temps le plus éloigné (ou intervalle de temps unique) sur lequel porte le calcul statistique
"Modèle de définition du produit 4.82 – Valeurs moyennes, cumulées et/ou extrêmes ou autres valeurs statistiques, pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non, relatives aux aérosols",61,Calcul statistique ayant permis d'obtenir le champ élaboré à partir du champ à chaque incrément de temps durant l'intervalle de temps (voir la table de code 4.10)
"Modèle de définition du produit 4.82 – Valeurs moyennes, cumulées et/ou extrêmes ou autres valeurs statistiques, pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non, relatives aux aérosols",62,Type d'incrément de temps entre les champs successifs employé pour le calcul statistique (voir la table de code 4.11)
"Modèle de définition du produit 4.82 – Valeurs moyennes, cumulées et/ou extrêmes ou autres valeurs statistiques, pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non, relatives aux aérosols",63,Indicateur de l'unité de temps employée pour l'intervalle de temps sur lequel porte le calcul statistique (voir la table de code 4.4)
"Modèle de définition du produit 4.82 – Valeurs moyennes, cumulées et/ou extrêmes ou autres valeurs statistiques, pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non, relatives aux aérosols",64-67,"Durée de l'intervalle de temps sur lequel porte le calcul statistique, exprimée dans l'unité indiquée par l'octet précédent"
(Modèle de définition du produit 4.82 suite),68,Indicateur de l'unité de temps employée pour l'incrément de temps entre les champs successifs (voir la table de code 4.4)
(Modèle de définition du produit 4.82 suite),69-72,"Incrément de temps entre les champs successifs, exprimé dans l'unité indiquée par l'octet précédent (voir les notes 3 et 4)"
(Modèle de définition du produit 4.82 suite),73-nn,"Ces octets figurent dans le message uniquement si n>1, nn = 60 + 12 x n"
(Modèle de définition du produit 4.82 suite),73-84,"Même contenu que les octets 61 à 72, pour l'étape suivante du calcul"
(Modèle de définition du produit 4.82 suite),85-nn,"Spécifications des intervalles de temps supplémentaires, incluses en fonction de la valeur de n. Le contenu est le même que celui des octets 61 à 72, répétés au besoin"
"Modèle de définition du produit 4.83 – Prévision d'ensemble prise séparément, de contrôle ou «perturbée», pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non, relative aux aérosols",10,Catégorie du paramètre (voir la table de code 4.1)
"Modèle de définition du produit 4.83 – Prévision d'ensemble prise séparément, de contrôle ou «perturbée», pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non, relative aux aérosols",11,Numéro du paramètre (voir la table de code 4.2)
"Modèle de définition du produit 4.83 – Prévision d'ensemble prise séparément, de contrôle ou «perturbée», pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non, relative aux aérosols",12-13,Type d'aérosol (voir la table de code 4.233)
"Modèle de définition du produit 4.83 – Prévision d'ensemble prise séparément, de contrôle ou «perturbée», pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non, relative aux aérosols",14,Source ou puits (voir la table de code 4.238)
"Modèle de définition du produit 4.83 – Prévision d'ensemble prise séparément, de contrôle ou «perturbée», pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non, relative aux aérosols",15,Type d'intervalle pour la première et la deuxième taille (voir la table de code 4.91)
"Modèle de définition du produit 4.83 – Prévision d'ensemble prise séparément, de contrôle ou «perturbée», pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non, relative aux aérosols",16,Facteur d'échelle de la première taille
"Modèle de définition du produit 4.83 – Prévision d'ensemble prise séparément, de contrôle ou «perturbée», pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non, relative aux aérosols",17-20,Valeur ajustée de la première taille en mètres
"Modèle de définition du produit 4.83 – Prévision d'ensemble prise séparément, de contrôle ou «perturbée», pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non, relative aux aérosols",21,Facteur d'échelle de la deuxième taille
"Modèle de définition du produit 4.83 – Prévision d'ensemble prise séparément, de contrôle ou «perturbée», pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non, relative aux aérosols",22-25,Valeur ajustée de la deuxième taille en mètres
"Modèle de définition du produit 4.83 – Prévision d'ensemble prise séparément, de contrôle ou «perturbée», pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non, relative aux aérosols",26,Indicateur du processus de production de base (défini par le centre d'origine)
"Modèle de définition du produit 4.83 – Prévision d'ensemble prise séparément, de contrôle ou «perturbée», pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non, relative aux aérosols",27,Indicateur du processus de production de la prévision (défini par le centre d'origine)
"Modèle de définition du produit 4.83 – Prévision d'ensemble prise séparément, de contrôle ou «perturbée», pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non, relative aux aérosols",28-29,Limite (heures) de tombée des données après l'heure de référence (voir la note 1)
"Modèle de définition du produit 4.83 – Prévision d'ensemble prise séparément, de contrôle ou «perturbée», pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non, relative aux aérosols",30,Limite (minutes) de tombée des données après l'heure de référence
"Modèle de définition du produit 4.83 – Prévision d'ensemble prise séparément, de contrôle ou «perturbée», pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non, relative aux aérosols",31,Indicateur d'unité de l'intervalle de temps (voir la table de code 4.4)
"Modèle de définition du produit 4.83 – Prévision d'ensemble prise séparément, de contrôle ou «perturbée», pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non, relative aux aérosols",32-35,Heure de la prévision exprimée dans l'unité précisée par l'octet 31 (voir la note 2)
"Modèle de définition du produit 4.83 – Prévision d'ensemble prise séparément, de contrôle ou «perturbée», pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non, relative aux aérosols",36,Type de la première surface spécifiée (voir la table de code 4.5)
"Modèle de définition du produit 4.83 – Prévision d'ensemble prise séparément, de contrôle ou «perturbée», pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non, relative aux aérosols",37,Facteur d'échelle - première surface spécifiée
"Modèle de définition du produit 4.83 – Prévision d'ensemble prise séparément, de contrôle ou «perturbée», pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non, relative aux aérosols",38-41,Valeur ajustée - première surface spécifiée
"Modèle de définition du produit 4.83 – Prévision d'ensemble prise séparément, de contrôle ou «perturbée», pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non, relative aux aérosols",42,Type de la deuxième surface spécifiée (voir la table de code 4.5)
(Modèle de définition du produit 4.83 suite),43,Facteur d'échelle - deuxième surface spécifiée
(Modèle de définition du produit 4.83 suite),44-47,Valeur ajustée - deuxième surface spécifiée
(Modèle de définition du produit 4.83 suite),48,Type de la prévision d'ensemble (voir la table de code 4.6)
(Modèle de définition du produit 4.83 suite),49,Numéro de la perturbation
(Modèle de définition du produit 4.83 suite),50,Nombre de prévisions dans l'ensemble
(Modèle de définition du produit 4.83 suite),51-52,Fin de l'intervalle de temps complet - Année
(Modèle de définition du produit 4.83 suite),53,Fin de l'intervalle de temps complet - Mois
(Modèle de définition du produit 4.83 suite),54,Fin de l'intervalle de temps complet - Jour
(Modèle de définition du produit 4.83 suite),55,Fin de l'intervalle de temps complet - Heure
(Modèle de définition du produit 4.83 suite),56,Fin de l'intervalle de temps complet - Minute
(Modèle de définition du produit 4.83 suite),57,Fin de l'intervalle de temps complet - Seconde
(Modèle de définition du produit 4.83 suite),58,n - nombre des spécifications décrivant les intervalles de temps sur lesquels porte le calcul statistique du champ
(Modèle de définition du produit 4.83 suite),59-62,Nombre total de valeurs manquantes dans le calcul statistique
(Modèle de définition du produit 4.83 suite),63-74,Spécification de l'intervalle de temps le plus éloigné (ou intervalle de temps unique) sur lequel porte le calcul statistique
(Modèle de définition du produit 4.83 suite),63,Calcul statistique ayant permis d'obtenir le champ élaboré à partir du champ à chaque incrément de temps durant l'intervalle de temps (voir la table de code 4.10)
(Modèle de définition du produit 4.83 suite),64,Type d'incrément de temps entre les champs successifs employé pour le calcul statistique (voir la table de code 4.11)
(Modèle de définition du produit 4.83 suite),65,Indicateur de l'unité de temps employée pour l'intervalle de temps sur lequel porte le calcul statistique (voir la table de code 4.4)
(Modèle de définition du produit 4.83 suite),66-69,"Durée de l'intervalle de temps sur lequel porte le calcul statistique, exprimée dans l'unité indiquée par l'octet précédent"
(Modèle de définition du produit 4.83 suite),70,Indicateur de l'unité de temps employée pour l'incrément de temps entre les champs successifs (voir la table de code 4.4)
(Modèle de définition du produit 4.83 suite),71-74,"Incrément de temps entre les champs successifs, exprimé dans l'unité indiquée par l'octet précédent (voir les notes 3 et 4)"
(Modèle de définition du produit 4.83 suite),75-nn,"Ces octets figurent dans le message uniquement si n>1, nn = 62 + 12 x n"
(Modèle de définition du produit 4.83 suite),75-86,"Même contenu que les octets 63 à 74, pour l'étape suivante du calcul"
(Modèle de définition du produit 4.83 suite),87-nn,"Spécifications des intervalles de temps supplémentaires, incluses en fonction de la valeur de n. Le contenu est le même que celui des octets 63 à 74, répétés au besoin"
"Modèle de définition du produit 4.91 – Prévision catégorielle pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non",10,Catégorie du paramètre (voir la table de code 4.1)
"Modèle de définition du produit 4.91 – Prévision catégorielle pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non",11,Numéro du paramètre (voir la table de code 4.2)
"Modèle de définition du produit 4.91 – Prévision catégorielle pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non",12,Type du processus de production (voir la table de code 4.3)
"Modèle de définition du produit 4.91 – Prévision catégorielle pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non",13,Indicateur du processus de production de base (défini par le centre d'origine)
"Modèle de définition du produit 4.91 – Prévision catégorielle pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non",14,Indicateur du processus de production de la prévision (défini par le centre d'origine)
"Modèle de définition du produit 4.91 – Prévision catégorielle pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non",15-16,Limite (heures) de tombée des données d'observation après l'heure de référence (voir la note 1)
"Modèle de définition du produit 4.91 – Prévision catégorielle pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non",17,Limite (minutes) de tombée des données d'observation après l'heure de référence
"Modèle de définition du produit 4.91 – Prévision catégorielle pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non",18,Indicateur d'unité de l'intervalle de temps (voir la table de code 4.4)
"Modèle de définition du produit 4.91 – Prévision catégorielle pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non",19-22,Heure de la prévision exprimée dans l'unité précisée par l'octet 18 (voir la note 2)
"Modèle de définition du produit 4.91 – Prévision catégorielle pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non",23,Type de la première surface spécifiée (voir la table de code 4.5)
"Modèle de définition du produit 4.91 – Prévision catégorielle pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non",24,Facteur d'échelle - première surface spécifiée
"Modèle de définition du produit 4.91 – Prévision catégorielle pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non",25-28,Valeur ajustée - première surface spécifiée
"Modèle de définition du produit 4.91 – Prévision catégorielle pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non",29,Type de la deuxième surface spécifiée (voir la table de code 4.5)
"Modèle de définition du produit 4.91 – Prévision catégorielle pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non",30,Facteur d'échelle - deuxième surface spécifiée
"Modèle de définition du produit 4.91 – Prévision catégorielle pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non",31-34,Valeur ajustée – deuxième surface spécifiée
"Modèle de définition du produit 4.91 – Prévision catégorielle pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non",35,NC - nombre de catégories
"Modèle de définition du produit 4.91 – Prévision catégorielle pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non",36-,"Répéter les douze octets qui suivent pour chaque catégorie (i = 1, NC)"
"Modèle de définition du produit 4.91 – Prévision catégorielle pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non",(36+12(i-1)),Chiffre du code
"Modèle de définition du produit 4.91 – Prévision catégorielle pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non",(37+12(i-1)),Type d'intervalle pour la première et la deuxième limite (voir la table de code 4.91)
"Modèle de définition du produit 4.91 – Prévision catégorielle pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non",(38+12(i-1)),Facteur d'échelle - première limite
"Modèle de définition du produit 4.91 – Prévision catégorielle pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non",(39+12(i-1))-(42+12(i-1)),Valeur ajustée - première limite
"Modèle de définition du produit 4.91 – Prévision catégorielle pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non",(43+12(i-1)),Facteur d'échelle - deuxième limite
"Modèle de définition du produit 4.91 – Prévision catégorielle pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non",(44+12(i-1))-(47+12(i-1)),Valeur ajustée - deuxième limite
"Modèle de définition du produit 4.91 – Prévision catégorielle pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non",(48+12(NC-1))-(49+12(NC-1)),Fin de l'intervalle de temps complet - Année
"Modèle de définition du produit 4.91 – Prévision catégorielle pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non",(50+12(NC-1)),Fin de l'intervalle de temps complet - Mois
"Modèle de définition du produit 4.91 – Prévision catégorielle pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non",(51+12(NC-1)),Fin de l'intervalle de temps complet - Jour
"Modèle de définition du produit 4.91 – Prévision catégorielle pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non",(52+12(NC-1)),Fin de l'intervalle de temps complet - Heure
"Modèle de définition du produit 4.91 – Prévision catégorielle pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non",(53+12(NC-1)),Fin de l'intervalle de temps complet – Minute
"Modèle de définition du produit 4.91 – Prévision catégorielle pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non",(54+12(NC-1)),Fin de l'intervalle de temps complet - Seconde
"Modèle de définition du produit 4.91 – Prévision catégorielle pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non",(55+12(NC-1)),n nombre des spécifications décrivant les intervalles de temps sur lesquels porte le calcul statistique du champ
"Modèle de définition du produit 4.91 – Prévision catégorielle pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non",(56+12(NC-1))-(59+12(NC-1)),Nombre total de valeurs manquantes dans le calcul statistique
"Modèle de définition du produit 4.91 – Prévision catégorielle pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non",60-71,Spécification de l'intervalle de temps le plus éloigné (ou intervalle de temps unique) sur lequel porte le calcul statistique
"Modèle de définition du produit 4.91 – Prévision catégorielle pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non",(60+12(NC-1)),Calcul statistique ayant permis d'obtenir le champ élaboré à partir du champ à chaque incrément de temps durant l'intervalle de temps (voir la table de code 4.10)
"Modèle de définition du produit 4.91 – Prévision catégorielle pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non",(61+12(NC-1)),Type d'incrément de temps entre les champs successifs employé pour le calcul statistique (voir la table de code 4.11)
"Modèle de définition du produit 4.91 – Prévision catégorielle pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non",(62+12(NC-1)),Indicateur de l'unité de temps employée pour l'intervalle de temps sur lequel porte le calcul statistique (voir la table de code 4.4)
"Modèle de définition du produit 4.91 – Prévision catégorielle pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non",(63+12(NC-1))-(66+12(NC-1)),"Durée de l'intervalle de temps sur lequel porte le calcul statistique, exprimée dans l'unité indiquée par l'octet précédent"
"Modèle de définition du produit 4.91 – Prévision catégorielle pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non",(67+12(NC-1)),Indicateur de l'unité de temps employée pour l'incrément de temps entre les champs successifs (voir la table de code 4.4)
(Modèle de définition du produit 4.91 suite),(68+12(NC-1))-(71+12(NC-1)),"Incrément de temps entre les champs successifs, exprimé dans l'unité indiquée par l'octet précédent (voir les notes 3 et 4)"
(Modèle de définition du produit 4.91 suite),72-nn,"Ces octets figurent dans le message uniquement si n>1, nn = 72+12(n-1)+12(NC-1)"
(Modèle de définition du produit 4.91 suite),(72+12(NC-1))-(83+12(NC-1)),"Même contenu que les octets (60+12(NC-1)) à (71+12(NC-1)), pour l'étape suivante du calcul"
(Modèle de définition du produit 4.91 suite),(84+12(NC-1))-nn,"Spécifications des intervalles de temps supplémentaires, incluses en fonction de la valeur de n. Le contenu est le même que celui des octets (60+12(NC-1)) à (71+12(NC-1)), répétés au besoin"
Modèle de définition du produit 4.254 – Chaîne de caractères CCITT IA5,10,Catégorie du paramètre (voir la table de code 4.1)
Modèle de définition du produit 4.254 – Chaîne de caractères CCITT IA5,11,Numéro du paramètre (voir la table de code 4.2)
Modèle de définition du produit 4.254 – Chaîne de caractères CCITT IA5,12-15,Nombre de caractères
"Modèle de définition du produit 4.1000 – Coupe d'une analyse et d'une prévision, à un moment donné",10,Catégorie du paramètre (voir la table de code 4.1)
"Modèle de définition du produit 4.1000 – Coupe d'une analyse et d'une prévision, à un moment donné",11,Numéro du paramètre (voir la table de code 4.2)
"Modèle de définition du produit 4.1000 – Coupe d'une analyse et d'une prévision, à un moment donné",12,Type du processus de production (voir la table de code 4.3)
"Modèle de définition du produit 4.1000 – Coupe d'une analyse et d'une prévision, à un moment donné",13,Indicateur du processus de production de base (défini par le centre d'origine)
"Modèle de définition du produit 4.1000 – Coupe d'une analyse et d'une prévision, à un moment donné",14,Indicateur du processus de production de l'analyse ou de la prévision (défini par le centre d'origine)
"Modèle de définition du produit 4.1000 – Coupe d'une analyse et d'une prévision, à un moment donné",15-16,Limite (heures) de tombée des données d'observation après l'heure de référence (voir la note)
"Modèle de définition du produit 4.1000 – Coupe d'une analyse et d'une prévision, à un moment donné",17,Limite (minutes) de tombée des données d'observation après l'heure de référence
"Modèle de définition du produit 4.1000 – Coupe d'une analyse et d'une prévision, à un moment donné",18,Indicateur d'unité de l'intervalle de temps (voir la table de code 4.4)
"Modèle de définition du produit 4.1000 – Coupe d'une analyse et d'une prévision, à un moment donné",19-22,Heure de la prévision exprimée dans l'unité précisée par l'octet 18
"Modèle de définition du produit 4.1001 – Coupe d'une analyse ou d'une prévision, moyennée ou ayant fait l'objet d'un autre traitement statistique pour un intervalle de temps donné",10,Catégorie du paramètre (voir la table de code 4.1)
"Modèle de définition du produit 4.1001 – Coupe d'une analyse ou d'une prévision, moyennée ou ayant fait l'objet d'un autre traitement statistique pour un intervalle de temps donné",11,Numéro du paramètre (voir la table de code 4.2)
"Modèle de définition du produit 4.1001 – Coupe d'une analyse ou d'une prévision, moyennée ou ayant fait l'objet d'un autre traitement statistique pour un intervalle de temps donné",12,Type du processus de production (voir la table de code 4.3)
"Modèle de définition du produit 4.1001 – Coupe d'une analyse ou d'une prévision, moyennée ou ayant fait l'objet d'un autre traitement statistique pour un intervalle de temps donné",13,Indicateur du processus de production de base (défini par le centre d'origine)
"Modèle de définition du produit 4.1001 – Coupe d'une analyse ou d'une prévision, moyennée ou ayant fait l'objet d'un autre traitement statistique pour un intervalle de temps donné",14,Indicateur du processus de production de l'analyse ou de la prévision (défini par le centre d'origine)
"Modèle de définition du produit 4.1001 – Coupe d'une analyse ou d'une prévision, moyennée ou ayant fait l'objet d'un autre traitement statistique pour un intervalle de temps donné",15-16,Limite (heures) de tombée des données d'observation après l'heure de référence (voir la note 1)
"Modèle de définition du produit 4.1001 – Coupe d'une analyse ou d'une prévision, moyennée ou ayant fait l'objet d'un autre traitement statistique pour un intervalle de temps donné",17,Limite (minutes) de tombée des données d'observation après l'heure de référence
"Modèle de définition du produit 4.1001 – Coupe d'une analyse ou d'une prévision, moyennée ou ayant fait l'objet d'un autre traitement statistique pour un intervalle de temps donné",18,Indicateur d'unité de l'intervalle de temps (voir la table de code 4.4)
"Modèle de définition du produit 4.1001 – Coupe d'une analyse ou d'une prévision, moyennée ou ayant fait l'objet d'un autre traitement statistique pour un intervalle de temps donné",19-22,Heure de la prévision exprimée dans l'unité précisée par l'octet 18
"Modèle de définition du produit 4.1001 – Coupe d'une analyse ou d'une prévision, moyennée ou ayant fait l'objet d'un autre traitement statistique pour un intervalle de temps donné",23-26,Nombre total de valeurs manquantes dans le calcul statistique
"Modèle de définition du produit 4.1001 – Coupe d'une analyse ou d'une prévision, moyennée ou ayant fait l'objet d'un autre traitement statistique pour un intervalle de temps donné",27,Calcul statistique ayant permis d'obtenir le champ élaboré à partir du champ à chaque incrément de temps durant l'intervalle de temps (voir la table de code 4.10)
